Unnamed: 0,annotation_id,audio_path,file_id,start,end,label
560,382,recording_2024-11-15_14-25-38.wav,581,6660,6760,background
347,41,recording_2024-11-03_19-45.wav,40,15270,15370,background
456,14,2024-10-24-15-53.wav,13,39399,39499,housedoor_bell
501,102,recording_2024-11-14_17-06-52.wav,98,5190,5290,background
683,279,recording_2024-11-15_12-55-06.wav,378,1230,1330,background
632,25,recording_2024-10-26_20-26.wav,24,29506,29606,background
457,14,2024-10-24-15-53.wav,13,47018,47118,housedoor_bell
438,30,recording_2024-10-27_08-42.wav,29,14910,15010,background
32,29,recording_2024-10-26_21-49.wav,28,36900,37000,background
555,65,recording_2024-11-14_15-56-45.wav,65,1677,1777,flatdoor_bell
473,16,recording_2024-10-25_15-39.wav,15,42960,43060,background
192,233,recording_2024-11-15_12-22-11.wav,332,6570,6670,background
76,540,recording_2024-11-15_14-32-48.wav,639,4890,4990,background
28,322,recording_2024-11-15_14-18-08.wav,521,120,220,background
360,155,recording_2024-11-15_09-35-35.wav,154,4140,4240,background
99,33,recording_2024-10-27_20-46.wav,32,4770,4870,background
332,39,recording_2024-11-02_15-50.wav,38,1260,1360,gardendoor_bell
316,38,recording_2024-11-02_14-00.wav,37,87570,87670,background
210,654,recording_2024-12-04_15-05.wav,654,6572,6672,housedoor_bell
502,13,record-24-10-02-19-34.wav,12,35877,35977,housedoor_bell
332,39,recording_2024-11-02_15-50.wav,38,150,250,gardendoor_bell
109,12,record-24-10-02-19-31.wav,11,119850,119950,background
10,617,recording_2024-11-15_14-11-36.wav,468,2010,2110,background
611,483,recording_2024-11-15_11-34-16.wav,282,6090,6190,background
99,33,recording_2024-10-27_20-46.wav,32,57240,57340,background
265,60,recording_2024-11-14_15-55-50.wav,60,620,720,flatdoor_bell
485,579,recording_2024-11-15_13-56-05.wav,430,4530,4630,background
322,103,recording_2024-11-16_11-43.wav,651,7748,7848,housedoor_bell
79,31,recording_2024-10-27_12-22.wav,30,7024,7124,gardendoor_bell
169,20,recording_2024-10-26_15-00.wav,19,10489,10589,gardendoor_bell
288,305,recording_2024-11-15_14-16-03.wav,504,5460,5560,background
278,421,recording_2024-11-15_11-02-55.wav,220,0,100,background
79,31,recording_2024-10-27_12-22.wav,30,4354,4454,gardendoor_bell
314,120,recording_2024-11-15_09-15-57.wav,119,3090,3190,background
607,347,recording_2024-11-15_14-21-16.wav,546,6780,6880,background
620,17,recording_2024-10-25_15-59.wav,16,97500,97600,background
577,311,recording_2024-11-15_14-16-48.wav,510,900,1000,background
336,39,recording_2024-11-02_15-50.wav,38,43592,43692,flatdoor_bell
213,656,recording_2024-12-17_15-23.wav,656,9832,9932,housedoor_bell
308,548,recording_2024-11-15_14-33-46.wav,647,5310,5410,background
245,68,recording_2024-11-14_15-57-43.wav,68,420,520,housedoor_bell
456,14,2024-10-24-15-53.wav,13,41349,41449,housedoor_bell
454,14,2024-10-24-15-53.wav,13,23273,23373,flatdoor_bell
109,12,record-24-10-02-19-31.wav,11,86400,86500,background
457,14,2024-10-24-15-53.wav,13,47888,47988,housedoor_bell
109,12,record-24-10-02-19-31.wav,11,74190,74290,background
530,42,recording_2024-11-06_17-40.wav,41,11432,11532,housedoor_bell
10,617,recording_2024-11-15_14-11-36.wav,468,480,580,background
99,33,recording_2024-10-27_20-46.wav,32,6090,6190,background
213,656,recording_2024-12-17_15-23.wav,656,7702,7802,housedoor_bell
439,28,recording_2024-10-26_20-52.wav,27,116730,116830,background
449,505,recording_2024-11-15_14-28-26.wav,604,1530,1630,background
624,283,recording_2024-11-15_13-13-12.wav,382,4470,4570,background
455,14,2024-10-24-15-53.wav,13,30188,30288,flatdoor_bell
6,430,recording_2024-11-15_11-12-44.wav,229,6060,6160,background
332,39,recording_2024-11-02_15-50.wav,38,2130,2230,gardendoor_bell
530,42,recording_2024-11-06_17-40.wav,41,11852,11952,housedoor_bell
370,61,recording_2024-11-14_15-56-04.wav,61,1485,1585,housedoor_bell
168,20,recording_2024-10-26_15-00.wav,19,5400,5500,background
668,62,recording_2024-11-14_15-56-14.wav,62,755,855,housedoor_bell
456,14,2024-10-24-15-53.wav,13,37929,38029,housedoor_bell
322,103,recording_2024-11-16_11-43.wav,651,7358,7458,housedoor_bell
530,42,recording_2024-11-06_17-40.wav,41,15362,15462,housedoor_bell
636,127,recording_2024-11-15_09-26-46.wav,126,840,940,background
273,600,recording_2024-11-15_14-09-30.wav,451,2250,2350,background
454,14,2024-10-24-15-53.wav,13,25313,25413,flatdoor_bell
79,31,recording_2024-10-27_12-22.wav,30,3244,3344,gardendoor_bell
82,79,recording_2024-11-14_15-59-16.wav,79,1320,1420,background
512,255,recording_2024-11-15_12-33-57.wav,354,5970,6070,background
323,103,recording_2024-11-16_11-43.wav,651,51588,51688,background
170,20,recording_2024-10-26_15-00.wav,19,23749,23849,background
272,10,background_9.wav,9,42330,42430,background
32,29,recording_2024-10-26_21-49.wav,28,111990,112090,background
210,654,recording_2024-12-04_15-05.wav,654,2432,2532,housedoor_bell
506,191,recording_2024-11-15_10-25-16.wav,190,4350,4450,background
455,14,2024-10-24-15-53.wav,13,28958,29058,flatdoor_bell
626,375,recording_2024-11-15_14-24-47.wav,574,1080,1180,background
213,656,recording_2024-12-17_15-23.wav,656,6322,6422,housedoor_bell
370,61,recording_2024-11-14_15-56-04.wav,61,1035,1135,housedoor_bell
26,26,recording_2024-10-26_20-34.wav,25,54540,54640,background
388,11,record-24-10-02-19-28.wav,10,105270,105370,background
56,18,recording_2024-10-25_16-04.wav,17,207353,207453,housedoor_bell
456,14,2024-10-24-15-53.wav,13,39999,40099,housedoor_bell
548,397,recording_2024-11-15_14-27-28.wav,596,1470,1570,background
668,62,recording_2024-11-14_15-56-14.wav,62,3785,3885,housedoor_bell
322,103,recording_2024-11-16_11-43.wav,651,5498,5598,housedoor_bell
620,17,recording_2024-10-25_15-59.wav,16,149730,149830,background
680,254,recording_2024-11-15_12-33-47.wav,353,5430,5530,background
79,31,recording_2024-10-27_12-22.wav,30,6574,6674,gardendoor_bell
641,543,recording_2024-11-15_14-33-10.wav,642,1020,1120,background
455,14,2024-10-24-15-53.wav,13,29918,30018,flatdoor_bell
210,654,recording_2024-12-04_15-05.wav,654,2462,2562,housedoor_bell
56,18,recording_2024-10-25_16-04.wav,17,206153,206253,housedoor_bell
624,283,recording_2024-11-15_13-13-12.wav,382,1830,1930,background
213,656,recording_2024-12-17_15-23.wav,656,10552,10652,housedoor_bell
455,14,2024-10-24-15-53.wav,13,29618,29718,flatdoor_bell
530,42,recording_2024-11-06_17-40.wav,41,15692,15792,housedoor_bell
370,61,recording_2024-11-14_15-56-04.wav,61,4515,4615,housedoor_bell
99,33,recording_2024-10-27_20-46.wav,32,39570,39670,background
439,28,recording_2024-10-26_20-52.wav,27,104430,104530,background
655,64,recording_2024-11-14_15-56-38.wav,64,1493,1593,flatdoor_bell
573,302,recording_2024-11-15_13-19-17.wav,401,2580,2680,background
632,25,recording_2024-10-26_20-26.wav,24,112276,112376,background
456,14,2024-10-24-15-53.wav,13,39039,39139,housedoor_bell
568,36,recording_2024-10-31_08-43.wav,35,51750,51850,background
656,64,recording_2024-11-14_15-56-38.wav,64,7850,7950,background
265,60,recording_2024-11-14_15-55-50.wav,60,2990,3090,flatdoor_bell
539,35,recording_2024-10-30_19-34.wav,34,1800,1900,background
26,26,recording_2024-10-26_20-34.wav,25,8730,8830,background
138,401,recording_2024-11-15_14-27-57.wav,600,5820,5920,background
370,61,recording_2024-11-14_15-56-04.wav,61,3615,3715,housedoor_bell
456,14,2024-10-24-15-53.wav,13,40599,40699,housedoor_bell
455,14,2024-10-24-15-53.wav,13,29888,29988,flatdoor_bell
612,189,recording_2024-11-15_10-23-23.wav,188,930,1030,background
74,297,recording_2024-11-15_13-18-41.wav,396,2370,2470,background
620,17,recording_2024-10-25_15-59.wav,16,191010,191110,background
620,17,recording_2024-10-25_15-59.wav,16,227430,227530,background
457,14,2024-10-24-15-53.wav,13,49328,49428,housedoor_bell
555,65,recording_2024-11-14_15-56-45.wav,65,6687,6787,flatdoor_bell
169,20,recording_2024-10-26_15-00.wav,19,10789,10889,gardendoor_bell
424,443,recording_2024-11-15_11-16-40.wav,242,960,1060,background
169,20,recording_2024-10-26_15-00.wav,19,11239,11339,gardendoor_bell
555,65,recording_2024-11-14_15-56-45.wav,65,2007,2107,flatdoor_bell
513,274,recording_2024-11-15_12-40-50.wav,373,2610,2710,background
576,32,recording_2024-10-27_15-04.wav,31,68985,69085,background
316,38,recording_2024-11-02_14-00.wav,37,75750,75850,background
258,424,recording_2024-11-15_11-04-55.wav,223,3120,3220,background
388,11,record-24-10-02-19-28.wav,10,134760,134860,background
56,18,recording_2024-10-25_16-04.wav,17,205703,205803,housedoor_bell
373,366,recording_2024-11-15_14-23-41.wav,565,2220,2320,background
620,17,recording_2024-10-25_15-59.wav,16,214770,214870,background
454,14,2024-10-24-15-53.wav,13,22943,23043,flatdoor_bell
655,64,recording_2024-11-14_15-56-38.wav,64,1643,1743,flatdoor_bell
336,39,recording_2024-11-02_15-50.wav,38,42062,42162,flatdoor_bell
33,545,recording_2024-11-15_14-33-24.wav,644,5250,5350,background
576,32,recording_2024-10-27_15-04.wav,31,105585,105685,background
555,65,recording_2024-11-14_15-56-45.wav,65,4047,4147,flatdoor_bell
336,39,recording_2024-11-02_15-50.wav,38,41432,41532,flatdoor_bell
79,31,recording_2024-10-27_12-22.wav,30,3124,3224,gardendoor_bell
334,39,recording_2024-11-02_15-50.wav,38,33561,33661,housedoor_bell
676,339,recording_2024-11-15_14-20-18.wav,538,1680,1780,background
84,518,recording_2024-11-15_14-30-06.wav,617,4800,4900,background
502,13,record-24-10-02-19-34.wav,12,33957,34057,housedoor_bell
169,20,recording_2024-10-26_15-00.wav,19,11179,11279,gardendoor_bell
440,246,recording_2024-11-15_12-32-26.wav,345,4410,4510,background
26,26,recording_2024-10-26_20-34.wav,25,39480,39580,background
334,39,recording_2024-11-02_15-50.wav,38,30831,30931,housedoor_bell
139,27,recording_2024-10-26_20-39.wav,26,900,1000,background
102,567,recording_2024-11-15_13-26-26.wav,418,5760,5860,background
569,66,recording_2024-11-14_15-56-53.wav,66,420,520,background
575,32,recording_2024-10-27_15-04.wav,31,240,340,housedoor_bell
210,654,recording_2024-12-04_15-05.wav,654,6812,6912,housedoor_bell
586,203,recording_2024-11-15_10-36-18.wav,202,5490,5590,background
668,62,recording_2024-11-14_15-56-14.wav,62,725,825,housedoor_bell
348,3,background_2.wav,2,16474,16574,background
213,656,recording_2024-12-17_15-23.wav,656,8482,8582,housedoor_bell
456,14,2024-10-24-15-53.wav,13,40989,41089,housedoor_bell
79,31,recording_2024-10-27_12-22.wav,30,4984,5084,gardendoor_bell
245,68,recording_2024-11-14_15-57-43.wav,68,120,220,housedoor_bell
334,39,recording_2024-11-02_15-50.wav,38,33081,33181,housedoor_bell
555,65,recording_2024-11-14_15-56-45.wav,65,5547,5647,flatdoor_bell
457,14,2024-10-24-15-53.wav,13,48848,48948,housedoor_bell
334,39,recording_2024-11-02_15-50.wav,38,33231,33331,housedoor_bell
456,14,2024-10-24-15-53.wav,13,37389,37489,housedoor_bell
322,103,recording_2024-11-16_11-43.wav,651,7808,7908,housedoor_bell
502,13,record-24-10-02-19-34.wav,12,35937,36037,housedoor_bell
213,656,recording_2024-12-17_15-23.wav,656,7282,7382,housedoor_bell
339,44,recording_2024-11-08_11-29.wav,43,3108,3208,housedoor_bell
222,130,recording_2024-11-15_09-27-22.wav,129,990,1090,background
455,14,2024-10-24-15-53.wav,13,29378,29478,flatdoor_bell
439,28,recording_2024-10-26_20-52.wav,27,58320,58420,background
469,650,recording_2024-11-15_14-15-41.wav,501,5160,5260,background
336,39,recording_2024-11-02_15-50.wav,38,41492,41592,flatdoor_bell
530,42,recording_2024-11-06_17-40.wav,41,12752,12852,housedoor_bell
502,13,record-24-10-02-19-34.wav,12,35007,35107,housedoor_bell
655,64,recording_2024-11-14_15-56-38.wav,64,353,453,flatdoor_bell
592,166,recording_2024-11-15_09-38-17.wav,165,2850,2950,background
213,656,recording_2024-12-17_15-23.wav,656,9952,10052,housedoor_bell
504,13,record-24-10-02-19-34.wav,12,11550,11650,background
210,654,recording_2024-12-04_15-05.wav,654,1952,2052,housedoor_bell
555,65,recording_2024-11-14_15-56-45.wav,65,3537,3637,flatdoor_bell
332,39,recording_2024-11-02_15-50.wav,38,2010,2110,gardendoor_bell
258,424,recording_2024-11-15_11-04-55.wav,223,4500,4600,background
510,67,recording_2024-11-14_15-57-36.wav,67,1088,1188,housedoor_bell
388,11,record-24-10-02-19-28.wav,10,27630,27730,background
275,111,recording_2024-11-15_08-41-40.wav,110,6210,6310,background
456,14,2024-10-24-15-53.wav,13,38769,38869,housedoor_bell
375,260,recording_2024-11-15_12-34-45.wav,359,5700,5800,background
644,653,recording_2024-11-24_17-50.wav,653,14640,14740,background
169,20,recording_2024-10-26_15-00.wav,19,8149,8249,gardendoor_bell
174,227,recording_2024-11-15_12-21-21.wav,326,5280,5380,background
213,656,recording_2024-12-17_15-23.wav,656,9112,9212,housedoor_bell
555,65,recording_2024-11-14_15-56-45.wav,65,6477,6577,flatdoor_bell
72,473,recording_2024-11-15_11-21-27.wav,272,3450,3550,background
332,39,recording_2024-11-02_15-50.wav,38,390,490,gardendoor_bell
26,26,recording_2024-10-26_20-34.wav,25,22080,22180,background
55,18,recording_2024-10-25_16-04.wav,17,27750,27850,background
265,60,recording_2024-11-14_15-55-50.wav,60,2840,2940,flatdoor_bell
26,26,recording_2024-10-26_20-34.wav,25,84720,84820,background
206,607,recording_2024-11-15_14-10-21.wav,458,2340,2440,background
455,14,2024-10-24-15-53.wav,13,29018,29118,flatdoor_bell
457,14,2024-10-24-15-53.wav,13,49778,49878,housedoor_bell
457,14,2024-10-24-15-53.wav,13,48308,48408,housedoor_bell
349,40,recording_2024-11-02_17-09.wav,39,108180,108280,background
265,60,recording_2024-11-14_15-55-50.wav,60,2240,2340,flatdoor_bell
192,233,recording_2024-11-15_12-22-11.wav,332,3300,3400,background
576,32,recording_2024-10-27_15-04.wav,31,108885,108985,background
530,42,recording_2024-11-06_17-40.wav,41,12272,12372,housedoor_bell
336,39,recording_2024-11-02_15-50.wav,38,41192,41292,flatdoor_bell
26,26,recording_2024-10-26_20-34.wav,25,113970,114070,background
644,653,recording_2024-11-24_17-50.wav,653,10650,10750,background
568,36,recording_2024-10-31_08-43.wav,35,9810,9910,background
418,4,background_3.wav,3,90810,90910,background
80,31,recording_2024-10-27_12-22.wav,30,12728,12828,background
555,65,recording_2024-11-14_15-56-45.wav,65,5637,5737,flatdoor_bell
456,14,2024-10-24-15-53.wav,13,41439,41539,housedoor_bell
555,65,recording_2024-11-14_15-56-45.wav,65,7527,7627,flatdoor_bell
502,13,record-24-10-02-19-34.wav,12,33807,33907,housedoor_bell
356,37,recording_2024-11-02_13-40.wav,36,25050,25150,background
560,382,recording_2024-11-15_14-25-38.wav,581,5670,5770,background
454,14,2024-10-24-15-53.wav,13,23723,23823,flatdoor_bell
99,33,recording_2024-10-27_20-46.wav,32,78090,78190,background
336,39,recording_2024-11-02_15-50.wav,38,42182,42282,flatdoor_bell
473,16,recording_2024-10-25_15-39.wav,15,33810,33910,background
81,428,recording_2024-11-15_11-09-45.wav,227,150,250,background
459,137,recording_2024-11-15_09-28-16.wav,136,6540,6640,background
349,40,recording_2024-11-02_17-09.wav,39,117420,117520,background
587,171,recording_2024-11-15_09-38-53.wav,170,1530,1630,background
510,67,recording_2024-11-14_15-57-36.wav,67,2738,2838,housedoor_bell
109,12,record-24-10-02-19-31.wav,11,18390,18490,background
668,62,recording_2024-11-14_15-56-14.wav,62,1595,1695,housedoor_bell
56,18,recording_2024-10-25_16-04.wav,17,205853,205953,housedoor_bell
323,103,recording_2024-11-16_11-43.wav,651,49878,49978,background
555,65,recording_2024-11-14_15-56-45.wav,65,2877,2977,flatdoor_bell
336,39,recording_2024-11-02_15-50.wav,38,42542,42642,flatdoor_bell
243,43,recording_2024-11-07_17-20.wav,42,18150,18250,background
26,26,recording_2024-10-26_20-34.wav,25,32700,32800,background
152,303,recording_2024-11-15_13-19-24.wav,402,420,520,background
219,293,recording_2024-11-15_13-17-57.wav,392,2550,2650,background
79,31,recording_2024-10-27_12-22.wav,30,2344,2444,gardendoor_bell
139,27,recording_2024-10-26_20-39.wav,26,89970,90070,background
530,42,recording_2024-11-06_17-40.wav,41,14282,14382,housedoor_bell
265,60,recording_2024-11-14_15-55-50.wav,60,1850,1950,flatdoor_bell
32,29,recording_2024-10-26_21-49.wav,28,70320,70420,background
310,63,recording_2024-11-14_15-56-25.wav,63,1011,1111,flatdoor_bell
240,83,recording_2024-11-14_15-59-48.wav,83,1650,1750,background
668,62,recording_2024-11-14_15-56-14.wav,62,1235,1335,housedoor_bell
530,42,recording_2024-11-06_17-40.wav,41,12782,12882,housedoor_bell
79,31,recording_2024-10-27_12-22.wav,30,4294,4394,gardendoor_bell
388,11,record-24-10-02-19-28.wav,10,62640,62740,background
84,518,recording_2024-11-15_14-30-06.wav,617,2700,2800,background
475,639,recording_2024-11-15_14-14-20.wav,490,3870,3970,background
530,42,recording_2024-11-06_17-40.wav,41,16082,16182,housedoor_bell
555,65,recording_2024-11-14_15-56-45.wav,65,6417,6517,flatdoor_bell
56,18,recording_2024-10-25_16-04.wav,17,203933,204033,housedoor_bell
575,32,recording_2024-10-27_15-04.wav,31,2520,2620,housedoor_bell
532,42,recording_2024-11-06_17-40.wav,41,110404,110504,background
79,31,recording_2024-10-27_12-22.wav,30,1144,1244,gardendoor_bell
632,25,recording_2024-10-26_20-26.wav,24,30766,30866,background
520,484,recording_2024-11-15_11-36-53.wav,283,6240,6340,background
213,656,recording_2024-12-17_15-23.wav,656,11032,11132,housedoor_bell
671,538,recording_2024-11-15_14-32-33.wav,637,5100,5200,background
454,14,2024-10-24-15-53.wav,13,23693,23793,flatdoor_bell
99,33,recording_2024-10-27_20-46.wav,32,108870,108970,background
194,457,recording_2024-11-15_11-18-58.wav,256,720,820,background
19,398,recording_2024-11-15_14-27-35.wav,597,480,580,background
370,61,recording_2024-11-14_15-56-04.wav,61,4125,4225,housedoor_bell
316,38,recording_2024-11-02_14-00.wav,37,52950,53050,background
124,442,recording_2024-11-15_11-16-33.wav,241,3690,3790,background
332,39,recording_2024-11-02_15-50.wav,38,510,610,gardendoor_bell
71,460,recording_2024-11-15_11-19-23.wav,259,3360,3460,background
334,39,recording_2024-11-02_15-50.wav,38,31131,31231,housedoor_bell
79,31,recording_2024-10-27_12-22.wav,30,4144,4244,gardendoor_bell
655,64,recording_2024-11-14_15-56-38.wav,64,2453,2553,flatdoor_bell
114,201,recording_2024-11-15_10-36-01.wav,200,2250,2350,background
79,31,recording_2024-10-27_12-22.wav,30,7924,8024,gardendoor_bell
455,14,2024-10-24-15-53.wav,13,29978,30078,flatdoor_bell
137,477,recording_2024-11-15_11-22-35.wav,276,750,850,background
672,236,recording_2024-11-15_12-22-57.wav,335,6330,6430,background
265,60,recording_2024-11-14_15-55-50.wav,60,1310,1410,flatdoor_bell
555,65,recording_2024-11-14_15-56-45.wav,65,2427,2527,flatdoor_bell
510,67,recording_2024-11-14_15-57-36.wav,67,2288,2388,housedoor_bell
10,617,recording_2024-11-15_14-11-36.wav,468,1080,1180,background
592,166,recording_2024-11-15_09-38-17.wav,165,6210,6310,background
573,302,recording_2024-11-15_13-19-17.wav,401,2370,2470,background
551,408,recording_2024-11-15_10-48-46.wav,207,4230,4330,background
554,65,recording_2024-11-14_15-56-45.wav,65,390,490,flatdoor_bell
110,273,recording_2024-11-15_12-40-28.wav,372,3990,4090,background
213,656,recording_2024-12-17_15-23.wav,656,8722,8822,housedoor_bell
510,67,recording_2024-11-14_15-57-36.wav,67,2648,2748,housedoor_bell
99,33,recording_2024-10-27_20-46.wav,32,46650,46750,background
475,639,recording_2024-11-15_14-14-20.wav,490,180,280,background
210,654,recording_2024-12-04_15-05.wav,654,2912,3012,housedoor_bell
130,196,recording_2024-11-15_10-30-02.wav,195,1740,1840,background
438,30,recording_2024-10-27_08-42.wav,29,102750,102850,background
340,44,recording_2024-11-08_11-29.wav,43,104411,104511,background
457,14,2024-10-24-15-53.wav,13,47918,48018,housedoor_bell
668,62,recording_2024-11-14_15-56-14.wav,62,3125,3225,housedoor_bell
620,17,recording_2024-10-25_15-59.wav,16,262110,262210,background
56,18,recording_2024-10-25_16-04.wav,17,205043,205143,housedoor_bell
670,630,recording_2024-11-15_14-13-14.wav,481,4110,4210,background
575,32,recording_2024-10-27_15-04.wav,31,2430,2530,housedoor_bell
510,67,recording_2024-11-14_15-57-36.wav,67,2168,2268,housedoor_bell
80,31,recording_2024-10-27_12-22.wav,30,20108,20208,background
502,13,record-24-10-02-19-34.wav,12,35577,35677,housedoor_bell
576,32,recording_2024-10-27_15-04.wav,31,30105,30205,background
213,656,recording_2024-12-17_15-23.wav,656,9202,9302,housedoor_bell
550,110,recording_2024-11-15_08-40-55.wav,109,4500,4600,background
39,564,recording_2024-11-15_13-23-22.wav,415,1410,1510,background
653,331,recording_2024-11-15_14-19-19.wav,530,6420,6520,background
79,31,recording_2024-10-27_12-22.wav,30,1984,2084,gardendoor_bell
336,39,recording_2024-11-02_15-50.wav,38,43502,43602,flatdoor_bell
175,422,recording_2024-11-15_11-03-47.wav,221,5760,5860,background
655,64,recording_2024-11-14_15-56-38.wav,64,2843,2943,flatdoor_bell
439,28,recording_2024-10-26_20-52.wav,27,31140,31240,background
655,64,recording_2024-11-14_15-56-38.wav,64,683,783,flatdoor_bell
55,18,recording_2024-10-25_16-04.wav,17,130860,130960,background
79,31,recording_2024-10-27_12-22.wav,30,4714,4814,gardendoor_bell
418,4,background_3.wav,3,78360,78460,background
644,653,recording_2024-11-24_17-50.wav,653,5760,5860,background
356,37,recording_2024-11-02_13-40.wav,36,94020,94120,background
364,469,recording_2024-11-15_11-20-41.wav,268,6270,6370,background
555,65,recording_2024-11-14_15-56-45.wav,65,7887,7987,flatdoor_bell
575,32,recording_2024-10-27_15-04.wav,31,630,730,housedoor_bell
55,18,recording_2024-10-25_16-04.wav,17,97110,97210,background
502,13,record-24-10-02-19-34.wav,12,35697,35797,housedoor_bell
243,43,recording_2024-11-07_17-20.wav,42,52710,52810,background
521,481,recording_2024-11-15_11-24-05.wav,280,3450,3550,background
323,103,recording_2024-11-16_11-43.wav,651,32328,32428,background
334,39,recording_2024-11-02_15-50.wav,38,32901,33001,housedoor_bell
339,44,recording_2024-11-08_11-29.wav,43,4188,4288,housedoor_bell
601,202,recording_2024-11-15_10-36-08.wav,201,3330,3430,background
454,14,2024-10-24-15-53.wav,13,24323,24423,flatdoor_bell
80,31,recording_2024-10-27_12-22.wav,30,104078,104178,background
439,28,recording_2024-10-26_20-52.wav,27,29340,29440,background
322,103,recording_2024-11-16_11-43.wav,651,5558,5658,housedoor_bell
56,18,recording_2024-10-25_16-04.wav,17,203213,203313,housedoor_bell
597,206,recording_2024-11-15_12-10-07.wav,305,2370,2470,background
319,52,recording_2024-11-14_09-03-10.wav,52,4860,4960,background
